passengerId1,passengerId2,numberOfFlightsTogether
400,6522,4
2108,4728,4
5031,8266,4
4623,7515,4
6522,11201,4
335,5653,4
5162,5653,4
4778,7138,4
3867,11400,4
556,4749,4
8004,11954,4
5380,5850,4
1782,3519,4
10767,11803,4
5093,11876,4
8574,10716,4
10310,11874,4
1534,9930,4
5895,7266,4
2458,10097,4
5653,5748,4
5748,7902,4
2076,3955,4
6036,10453,4
1020,2811,4
7192,11599,4
9957,10344,4
7243,9376,4
3309,10478,4
1555,1681,4
1032,10203,4
2412,4031,4
8988,11014,4
7007,11332,4
11014,11267,4
7654,11171,4
7862,11534,4
12532,12542,4
4514,6823,4
8024,11243,4
9988,10975,4
6084,11633,4
2964,10526,4
1134,3855,4
2212,10945,4
1266,7626,4
11844,11962,4
5009,11285,4
4903,10130,4
5325,9063,4
1598,8297,4
163,3292,4
5538,12362,4
5643,12111,4
7955,11649,4
2272,5551,4
407,8025,4
11537,12351,4
3030,11126,4
6900,12436,4
1333,8988,4
3755,7667,4
5060,9156,4
10365,12385,4
2112,10605,4
2214,12273,4
13402,13494,4
996,2258,4
2258,7720,4
4940,6146,4
5710,10184,4
1225,9420,4
4335,7877,4
11742,13105,4
1981,4410,4
13819,13839,4
3619,11701,4
2549,11593,4
3910,9649,4
1739,6687,4
3405,8258,4
3078,4037,4
14056,14057,4
2512,8621,4
5355,9649,4
4875,13620,4
4136,13848,4
1709,12947,4
5111,13272,4
6981,14008,4
1826,8196,4
2069,9994,4
3319,9974,4
356,2106,4
1591,3319,4
6857,10205,4
7661,8552,4
5634,10938,4
2467,8175,4
1359,8434,4
12862,14070,4
14703,14747,4
14701,14727,4
14769,14779,4
14752,14778,4
14725,14763,4
14727,14779,4
14759,14795,4
15115,15121,4
11353,15186,4
8359,11282,4
248,254,4
256,266,4
341,371,4
560,567,4
648,694,4
805,849,4
832,862,4
849,850,4
891,897,4
1252,1290,4
315,799,4
768,1095,4
360,733,4
1537,1547,4
1714,1740,4
1963,1996,4
2131,2179,4
2115,2145,4
2111,2187,4
2165,2179,4
2119,2129,4
2137,2154,4
2114,2158,4
2145,2168,4
2169,2182,4
2141,2168,4
2271,2281,4
2203,2271,4
2425,2492,4
56,2051,4
2518,2592,4
3233,3242,4
3380,3385,4
3582,3600,4
3512,3515,4
3750,3758,4
3907,3964,4
4002,4037,4
205,1300,4
490,2573,4
432,1677,4
1569,3955,4
2242,3553,4
2298,3548,4
167,435,4
167,2886,4
244,3471,4
2153,3475,4
901,1323,4
928,1394,4
440,1269,4
2272,3575,4
4469,4491,4
4484,4493,4
2334,3675,4
2315,2427,4
2378,2469,4
4092,4340,4
4633,4657,4
4630,4668,4
4612,4636,4
467,3077,4
1911,3206,4
3209,3399,4
3225,4319,4
2411,3643,4
2004,3700,4
4903,4979,4
3548,4465,4
266,2244,4
5266,5283,4
5216,5217,4
2062,2264,4
2268,3668,4
2075,3585,4
5483,5484,4
5499,5500,4
5456,5477,4
5463,5481,4
5429,5481,4
5426,5464,4
5420,5468,4
5432,5484,4
5459,5481,4
5402,5436,4
447,4418,4
1401,3867,4
1819,5008,4
2650,5193,4
3205,5145,4
794,2972,4
2277,4237,4
3858,4248,4
5711,5782,4
5731,5798,4
5735,5799,4
708,1303,4
1037,4000,4
3979,4998,4
3220,5805,4
1545,5143,4
5933,5999,4
5912,5963,4
5962,5984,4
5950,5996,4
839,1994,4
2004,2358,4
1643,3937,4
4523,4988,4
1662,5450,4
6503,6572,4
2544,4285,4
4205,5455,4
1046,2403,4
4988,5055,4
1662,5053,4
6930,6937,4
3253,6503,4
6335,6555,4
3078,6529,4
7029,7070,4
4546,6694,4
3205,6656,4
1012,4874,4
3694,4294,4
1369,3093,4
4248,5885,4
3568,4245,4
3238,5180,4
2572,2870,4
1624,4854,4
4034,8097,4
5798,6836,4
1817,5494,4
1619,6848,4
6064,6847,4
950,3576,4
6075,6830,4
5500,6833,4
6096,6864,4
3576,4481,4
3576,6408,4
184,6017,4
2294,6827,4
2993,4412,4
2773,6885,4
2053,8373,4
975,8289,4
4035,7662,4
1646,8132,4
8980,8981,4
8968,8973,4
1368,4126,4
1221,4126,4
1406,8085,4
3255,4717,4
4747,4815,4
6127,6507,4
3348,6558,4
2150,3275,4
3837,8546,4
7768,7860,4
2926,6703,4
5579,6707,4
3418,7602,4
5590,8007,4
4190,7540,4
6418,8461,4
1735,2262,4
1343,2185,4
2018,2124,4
2911,4854,4
9327,9367,4
3547,6093,4
212,8228,4
437,9014,4
8006,9229,4
5855,9050,4
1083,6339,4
1684,9568,4
1191,4031,4
1045,8105,4
2488,8983,4
5383,9649,4
3844,9665,4
3844,5572,4
5137,6802,4
2517,6529,4
7661,9968,4
4391,8724,4
5233,5533,4
2755,6769,4
7538,9264,4
2937,8598,4
3198,6836,4
5025,8442,4
2960,7605,4
3405,9357,4
8888,9381,4
4850,10353,4
10402,10481,4
10430,10494,4
10449,10481,4
10445,10476,4
8552,9865,4
5249,9418,4
3975,8845,4
5447,10325,4
4441,10107,4
8895,9562,4
1078,4552,4
9516,10561,4
315,9212,4
10742,10767,4
10718,10760,4
10726,10764,4
10764,10788,4
10712,10741,4
10751,10764,4
11034,11047,4
11101,11114,4
11108,11187,4
11127,11131,4
11127,11176,4
11140,11148,4
11122,11174,4
11136,11169,4
2824,10439,4
2262,7433,4
288,4496,4
9066,10751,4
11404,11434,4
7026,11046,4
6304,8294,4
4253,9026,4
3937,7616,4
8714,10535,4
10271,10697,4
9757,10267,4
4130,11296,4
2234,10814,4
9540,10873,4
1343,8114,4
11706,11764,4
11856,11876,4
5002,7665,4
10740,11003,4
2785,3502,4
2785,11003,4
3665,11089,4
1024,5256,4
5256,9770,4
2976,7711,4
2392,7327,4
11930,11954,4
6706,10354,4
2696,9370,4
2100,8290,4
7834,10841,4
1296,6024,4
8912,9659,4
210,3432,4
400,2532,4
1041,7809,4
4728,4823,4
2503,6024,4
4318,8194,4
4269,10037,4
4010,8424,4
4151,8827,4
4151,7677,4
9446,9711,4
7191,7910,4
293,8084,4
1490,10535,4
5692,8947,4
12123,12135,4
4802,9752,4
2196,5416,4
8735,10509,4
2000,11880,4
1056,9951,4
5277,11817,4
10310,11871,4
11607,11737,4
2054,7950,4
2458,11225,4
5116,9493,4
4626,4784,4
8375,9501,4
7253,10323,4
559,8505,4
5447,9712,4
8835,10394,4
2803,5295,4
1115,5711,4
7618,11565,4
4572,11171,4
8204,9444,4
23,1337,4
5925,7007,4
3298,11332,4
5747,6622,4
1410,12358,4
2766,10954,4
6900,12070,4
10837,11535,4
2221,11324,4
10565,10665,4
4876,7770,4
6339,12506,4
4016,10315,4
1327,8901,4
1994,3299,4
3332,12358,4
11171,11285,4
1555,10749,4
5530,10012,4
932,7220,4
12710,12800,4
2306,3542,4
8101,10168,4
6737,10786,4
4930,8025,4
7870,11881,4
10722,10809,4
5958,7724,4
9659,11973,4
11066,12411,4
2904,6541,4
6060,10684,4
2613,4089,4
9858,13492,4
5390,9821,4
8103,10347,4
2605,5470,4
2662,4701,4
4701,9524,4
1637,8961,4
3512,12587,4
3451,3575,4
1866,3105,4
8746,10784,4
72,9465,4
2065,5332,4
13771,13800,4
1977,12244,4
2243,5275,4
9179,13233,4
13840,13848,4
753,9438,4
7590,10289,4
1698,3101,4
10762,11527,4
3367,7851,4
5355,8631,4
5769,13594,4
9321,10507,4
2160,13943,4
3680,6336,4
4234,11269,4
7846,10585,4
6363,10030,4
2055,3367,4
3382,12530,4
1709,12906,4
9540,13264,4
6235,7526,4
5246,9285,4
8837,12747,4
3319,6591,4
4685,5007,4
2349,13261,4
8552,10205,4
1452,8777,4
10214,11572,4
13565,13637,4
12299,13950,4
3759,11070,4
4711,9890,4
14642,14680,4
14756,14786,4
14731,14769,4
14718,14757,4
4090,15186,4
148,150,4
170,188,4
563,574,4
871,873,4
1119,1183,4
408,420,4
803,869,4
392,1073,4
374,791,4
328,763,4
706,1053,4
392,739,4
730,1095,4
772,1026,4
1827,1893,4
1914,1976,4
2115,2129,4
2126,2158,4
2158,2181,4
2173,2179,4
2116,2173,4
2154,2173,4
2291,2300,4
2219,2289,4
2436,2492,4
2463,2470,4
2426,2434,4
2415,2481,4
2534,2551,4
2673,2679,4
2932,2935,4
391,459,4
481,1278,4
212,606,4
3447,3475,4
3411,3444,4
369,2681,4
2158,3118,4
3839,3867,4
3930,3968,4
281,3198,4
4104,4176,4
610,2545,4
1565,2652,4
2391,2803,4
4271,4284,4
4256,4289,4
649,739,4
688,2522,4
960,1376,4
4348,4356,4
949,1381,4
2236,3577,4
4405,4409,4
4452,4496,4
2498,3603,4
386,751,4
3883,4511,4
4617,4628,4
1465,2783,4
2509,4607,4
2509,4690,4
544,4200,4
1085,1362,4
4726,4786,4
1367,4069,4
5066,5067,4
5126,5198,4
5170,5182,4
2464,3570,4
3571,3639,4
1321,2407,4
1321,2222,4
522,4195,4
5416,5496,4
5431,5477,4
5438,5500,4
1673,2592,4
4017,5483,4
56,2435,4
1734,2754,4
1033,4032,4
1722,4219,4
5048,5333,4
4219,5310,4
5761,5779,4
5721,5782,4
5701,5780,4
5720,5768,4
446,4969,4
4431,4972,4
2675,4611,4
1919,5892,4
419,1070,4
2651,3645,4
1258,1528,4
696,2664,4
5904,5910,4
5930,5947,4
5962,5994,4
812,4148,4
1994,4391,4
6009,6046,4
6025,6036,4
6013,6068,4
3266,4455,4
1608,5773,4
2789,3907,4
3998,5434,4
1598,4430,4
1572,3492,4
2403,2596,4
4647,5455,4
2848,4430,4
3123,4234,4
7160,7167,4
7476,7484,4
7433,7439,4
5738,5978,4
675,4534,4
2567,4089,4
878,2620,4
1739,4020,4
348,921,4
7733,7774,4
7802,7872,4
8001,8005,4
2601,2725,4
1946,3849,4
620,5030,4
4798,8234,4
1452,6585,4
2323,3873,4
4896,5073,4
4919,7439,4
1581,3794,4
5706,6077,4
4373,6878,4
5440,6469,4
3120,6858,4
184,4942,4
2993,6854,4
1865,6878,4
4412,5954,4
5771,6898,4
1254,6326,4
2227,6932,4
3919,7060,4
7321,7884,4
1076,6908,4
901,7606,4
1432,7662,4
8935,8969,4
8930,8992,4
2446,3101,4
1028,5978,4
3021,7646,4
3963,8019,4
2326,8297,4
3855,8216,4
6180,6342,4
4338,5612,4
6342,6595,4
529,3657,4
7349,7841,4
3293,7581,4
1317,3329,4
8010,8117,4
3734,8843,4
4215,8733,4
6396,9028,4
5620,9095,4
901,6745,4
5795,8485,4
6052,8485,4
9342,9400,4
9327,9374,4
7268,7754,4
4213,5481,4
343,8420,4
9613,9664,4
3873,9511,4
9850,9868,4
7396,8518,4
10004,10019,4
3297,3801,4
16,755,4
7393,8961,4
4449,5572,4
9775,9924,4
2472,7279,4
9050,9347,4
6560,8793,4
925,3151,4
10173,10184,4
5522,8983,4
382,6668,4
1045,9924,4
5737,8441,4
3077,9977,4
1321,9333,4
9537,9977,4
2960,10346,4
10418,10440,4
10418,10482,4
10428,10452,4
10409,10465,4
10405,10487,4
10456,10492,4
740,5096,4
7020,9617,4
7799,10371,4
2482,9410,4
9472,9838,4
5544,10349,4
5538,7162,4
855,7153,4
9540,10110,4
10718,10726,4
10706,10744,4
10713,10731,4
10701,10718,4
10774,10776,4
10744,10785,4
10772,10786,4
10945,10983,4
11061,11098,4
11128,11200,4
11101,11190,4
11108,11111,4
11161,11199,4
11129,11187,4
11111,11128,4
11141,11198,4
11103,11114,4
11148,11151,4
11173,11187,4
11142,11153,4
11135,11178,4
11143,11183,4
11121,11193,4
11137,11158,4
11216,11280,4
11207,11285,4
662,9529,4
2701,6783,4
9621,11275,4
1715,10795,4
11324,11359,4
2684,9229,4
332,7515,4
4293,10644,4
932,10943,4
7507,8445,4
6013,8444,4
8579,10431,4
11725,11746,4
11832,11838,4
4348,7533,4
5046,7448,4
2002,8529,4
7937,10954,4
5882,7094,4
6154,11726,4
11927,11976,4
3665,7586,4
4823,5016,4
1064,6024,4
1670,3275,4
6024,7679,4
2503,4364,4
1378,5132,4
4269,6987,4
6053,10023,4
3919,9305,4
3309,8823,4
8363,10048,4
1276,11474,4
2423,11987,4
12070,12083,4
12061,12097,4
1617,5162,4
6014,11067,4
5162,10460,4
1413,2544,4
6180,6827,4
3367,9539,4
2333,11897,4
3867,11280,4
1218,4802,4
2000,11883,4
1378,9451,4
613,9015,4
2591,8363,4
2054,5943,4
1617,10089,4
1617,10024,4
8368,10328,4
5116,10328,4
5575,8511,4
7236,8078,4
2722,10382,4
4626,10382,4
2143,11021,4
4610,7493,4
12438,12440,4
8596,8721,4
7502,8679,4
2702,9386,4
4993,10270,4
3279,6030,4
10661,11858,4
10240,10461,4
264,7222,4
1403,3298,4
1099,3551,4
1030,11649,4
4058,4636,4
3247,7980,4
7266,12376,4
4796,9826,4
871,11600,4
11535,12002,4
12508,12570,4
12541,12576,4
1189,1464,4
92,1464,4
7175,12052,4
5002,9988,4
7163,9985,4
259,12250,4
6678,11562,4
2212,11823,4
3178,3956,4
7579,12516,4
12328,12552,4
1323,5955,4
2258,11962,4
4415,6899,4
6865,9600,4
6591,6865,4
1074,3410,4
6271,8058,4
9714,12358,4
3513,10406,4
5592,10482,4
13080,13096,4
5690,12083,4
3315,10398,4
13119,13156,4
199,2548,4
8542,9179,4
13607,13658,4
13643,13657,4
7166,8529,4
4673,6666,4
2605,7073,4
4566,8317,4
1689,2810,4
1424,11577,4
9919,11583,4
13710,13732,4
2243,9505,4
649,7547,4
7533,8563,4
7228,13872,4
1950,11847,4
6848,8358,4
3597,9703,4
741,12389,4
311,3154,4
5661,11326,4
4827,7506,4
968,3880,4
8025,9035,4
46,11627,4
8929,11483,4
5081,5513,4
4460,8385,4
9217,12354,4
3206,7959,4
12979,13896,4
12840,14060,4
2702,12981,4
9356,11699,4
1715,2975,4
4516,5012,4
7085,9480,4
2069,10205,4
2112,3897,4
7017,13364,4
42,10938,4
2041,8178,4
8763,13571,4
4166,8552,4
4685,6085,4
8211,11070,4
3962,5920,4
8358,11192,4
3246,8238,4
14661,14673,4
14751,14761,4
14770,14778,4
14750,14763,4
14776,14795,4
14708,14797,4
3054,8160,4
15160,15180,4
522,578,4
602,673,4
618,694,4
687,699,4
832,888,4
940,967,4
947,965,4
364,1051,4
804,894,4
803,828,4
324,1044,4
328,1073,4
313,1023,4
364,768,4
364,762,4
746,1029,4
355,792,4
1652,1677,4
1904,1967,4
1938,1987,4
1913,1997,4
2130,2179,4
2162,2168,4
2155,2189,4
2114,2188,4
2129,2163,4
2177,2198,4
2271,2295,4
2261,2281,4
2214,2254,4
2930,2944,4
2909,2987,4
3017,3043,4
3151,3172,4
3135,3177,4
645,3104,4
1228,1544,4
1247,1576,4
3579,3600,4
3739,3776,4
3906,3908,4
4010,4061,4
1693,3104,4
4217,4229,4
641,3439,4
968,1362,4
4314,4393,4
4324,4384,4
4356,4363,4
903,1327,4
266,3913,4
812,3739,4
2271,3560,4
4438,4454,4
4405,4469,4
4405,4466,4
4612,4626,4
3135,3285,4
4816,4870,4
2429,3523,4
5345,5396,4
5321,5391,4
2977,3654,4
4522,5356,4
2943,3041,4
774,811,4
5439,5440,4
5428,5452,4
5426,5491,4
5409,5429,4
2729,4647,4
5530,5593,4
5624,5626,4
4309,5410,4
2431,3688,4
1771,4331,4
4208,5319,4
229,5066,4
5757,5761,4
5702,5770,4
5733,5742,4
5747,5760,4
4671,4911,4
419,2320,4
366,1528,4
5961,5970,4
5961,5991,4
5972,5978,4
291,2137,4
4076,5885,4
6042,6073,4
6046,6099,4
3015,5718,4
5490,6012,4
5468,6089,4
3404,5420,4
4609,5434,4
1662,3572,4
3492,4609,4
4967,6027,4
2509,4967,4
4914,5450,4
4346,4656,4
2468,6199,4
2468,6181,4
2710,4346,4
1826,4967,4
7067,7070,4
7153,7170,4
7306,7312,4
7424,7487,4
7637,7700,4
2790,5787,4
2062,4217,4
8037,8063,4
2254,7200,4
235,1946,4
1946,2285,4
1244,4321,4
758,2527,4
659,2572,4
1638,2543,4
3173,7603,4
2528,4435,4
334,4752,4
1447,2692,4
2026,5372,4
2035,6580,4
888,1554,4
3436,7545,4
7580,7837,4
6016,6469,4
6016,6830,4
1817,6855,4
5964,6889,4
5443,6878,4
5977,6096,4
2717,6827,4
5761,6049,4
3120,6884,4
6469,6809,4
4990,5706,4
2993,6897,4
5491,6848,4
5716,6812,4
3267,7869,4
4294,7741,4
8627,8631,4
5442,7605,4
8928,8948,4
8904,8928,4
7716,8965,4
4126,8078,4
1143,4105,4
3140,6059,4
711,3295,4
8200,8624,4
2985,8180,4
9049,9083,4
1729,3246,4
8214,8543,4
4213,5012,4
292,7457,4
2660,6475,4
2926,5584,4
5584,8353,4
663,2926,4
3278,6703,4
8084,8279,4
9280,9285,4
9217,9300,4
6020,8007,4
6242,6810,4
4877,8986,4
1849,8288,4
364,9089,4
9350,9360,4
9386,9392,4
3650,5586,4
2526,3734,4
2479,7379,4
2458,5984,4
760,1343,4
9774,9799,4
8556,9288,4
1308,5012,4
9824,9875,4
8072,8518,4
4827,8072,4
9968,9973,4
9933,9981,4
3691,8085,4
478,9945,4
4319,6441,4
6418,8190,4
4449,9672,4
9766,9999,4
437,816,4
6507,9987,4
1434,2024,4
4404,9769,4
23,1067,4
4820,9682,4
6741,8225,4
1163,8427,4
10329,10368,4
10357,10394,4
10356,10377,4
53,10115,4
1930,8875,4
9166,9443,4
10428,10485,4
10428,10470,4
10428,10451,4
10457,10466,4
10438,10494,4
10425,10445,4
3600,7433,4
3850,8503,4
4850,6707,4
1214,8906,4
7023,8509,4
2648,3113,4
2926,9466,4
1289,4941,4
3589,5538,4
3588,9223,4
2856,4202,4
10702,10799,4
10766,10799,4
10713,10764,4
10713,10785,4
10737,10751,4
7582,8704,4
1289,4567,4
11119,11145,4
11169,11199,4
11128,11187,4
11127,11161,4
11103,11199,4
11160,11196,4
11137,11145,4
11137,11196,4
2262,9259,4
932,11256,4
3616,9997,4
2231,10703,4
11311,11393,4
11323,11360,4
1677,3975,4
10937,11027,4
7026,11041,4
10945,11035,4
3937,8520,4
218,2687,4
1475,9777,4
9057,10536,4
1321,10535,4
10509,10690,4
3626,8941,4
1464,9752,4
2162,6858,4
5464,6251,4
5568,6585,4
11736,11742,4
2336,4803,4
2696,10128,4
4168,4745,4
7844,10206,4
3744,10910,4
7229,10356,4
11926,11958,4
1173,11863,4
2906,7008,4
2906,3257,4
1153,4210,4
5696,6522,4
371,4188,4
1283,4010,4
5016,6522,4
4787,5225,4
12012,12043,4
5770,8084,4
1490,8257,4
1490,9977,4
3367,9977,4
4945,11296,4
2490,4161,4
3839,10943,4
3839,4623,4
2708,11418,4
10740,11946,4
7656,10095,4
2054,9898,4
12127,12165,4
4494,9063,4
8040,9828,4
7737,11275,4
7349,10431,4
7825,10764,4
3322,5021,4
8163,10785,4
7844,10714,4
1351,10173,4
4781,7364,4
4731,10316,4
4275,11796,4
1020,11745,4
5540,10516,4
12434,12439,4
8587,11940,4
10116,10728,4
6032,9232,4
603,5997,4
3873,9752,4
6865,12305,4
2476,10731,4
9516,11028,4
362,7429,4
1178,6071,4
368,3569,4
3648,8327,4
10179,11690,4
2965,7840,4
1337,7068,4
814,11249,4
6800,11910,4
12069,12173,4
12508,12532,4
4514,5002,4
5246,11067,4
5253,7301,4
5533,10626,4
10329,10767,4
2949,4927,4
1323,10512,4
4478,8315,4
3690,9765,4
1555,8365,4
3071,7043,4
7509,10809,4
381,11126,4
10394,11066,4
9057,10591,4
3445,9336,4
7135,9205,4
3409,8252,4
4502,11590,4
3889,7166,4
7023,9443,4
3226,11291,4
4701,11041,4
8106,9367,4
11798,13160,4
4503,12555,4
739,12159,4
246,12806,4
2656,4692,4
7393,10938,4
6099,9505,4
13813,13860,4
1491,4129,4
8892,10219,4
2408,13295,4
9228,13477,4
9599,12189,4
4810,13560,4
2251,3680,4
9901,10681,4
3549,7286,4
1132,12040,4
1181,14011,4
12948,14060,4
10795,11450,4
3657,5259,4
3364,9252,4
974,2035,4
7118,13731,4
2844,8196,4
1769,5101,4
5201,7099,4
2092,10205,4
2350,13296,4
7643,11089,4
5216,9471,4
5919,6056,4
14636,14680,4
14756,14761,4
14770,14795,4
14705,14739,4
14705,14780,4
8211,15135,4
50,61,4
1,37,4
139,157,4
519,536,4
627,637,4
828,853,4
1253,1279,4
1220,1240,4
1414,1463,4
215,243,4
330,1026,4
330,1007,4
362,1035,4
382,758,4
385,773,4
786,1035,4
334,760,4
1513,1559,4
1774,1776,4
1937,1989,4
1928,1975,4
1957,1999,4
2140,2145,4
2120,2173,4
2163,2168,4
2114,2173,4
2107,2181,4
2211,2231,4
2256,2283,4
2225,2264,4
2241,2247,4
2411,2475,4
2411,2414,4
2436,2484,4
2457,2481,4
190,2004,4
2505,2536,4
2601,2672,4
2635,2641,4
2960,2982,4
2908,2938,4
3151,3155,4
3203,3204,4
229,3112,4
3461,3479,4
1569,2697,4
2160,3176,4
3807,3822,4
3913,3980,4
3907,3979,4
4009,4037,4
292,3182,4
244,3188,4
4148,4200,4
443,1693,4
248,2510,4
2560,3123,4
1569,3904,4
2299,3548,4
4222,4260,4
4204,4226,4
4270,4284,4
4270,4283,4
3155,3451,4
2554,3162,4
4318,4329,4
4318,4359,4
4358,4366,4
1394,2959,4
951,1367,4
1337,2906,4
2284,3563,4
4417,4475,4
4460,4484,4
2315,3681,4
2315,3648,4
2498,3671,4
405,3814,4
4630,4643,4
4601,4625,4
1696,2758,4
2790,3087,4
1367,4346,4
5166,5186,4
5243,5286,4
1938,3331,4
53,3517,4
5301,5330,4
5325,5394,4
946,3698,4
2279,2996,4
2223,3603,4
1321,3547,4
755,3547,4
3739,5180,4
5448,5481,4
5408,5495,4
5410,5486,4
5401,5409,4
5443,5496,4
5431,5476,4
5486,5499,4
5426,5468,4
5420,5443,4
5419,5500,4
5636,5683,4
4012,5463,4
1482,5477,4
2435,3343,4
43,2453,4
4139,4398,4
2277,5098,4
5744,5762,4
5705,5740,4
5727,5760,4
1015,1182,4
1454,2212,4
4849,5343,4
4690,4942,4
761,4944,4
2686,3957,4
2998,3947,4
363,2635,4
1537,3587,4
1547,2909,4
3952,5143,4
1528,3587,4
5913,5970,4
5932,5947,4
2111,4314,4
1982,5127,4
92,551,4
6412,6418,4
391,3940,4
4554,4903,4
1598,3572,4
4967,5420,4
2509,3861,4
2596,4523,4
6805,6838,4
2403,4988,4
2710,5434,4
6911,6974,4
6931,6956,4
5707,5912,4
1622,4356,4
3312,3593,4
172,1472,4
7778,7793,4
4941,5065,4
479,2651,4
2904,4802,4
2501,3642,4
8115,8121,4
8121,8172,4
7778,8307,4
5944,7616,4
554,5074,4
4387,5059,4
3472,5073,4
3472,4896,4
22,1467,4
3642,7476,4
4280,6983,4
5073,6931,4
5993,6847,4
1817,6896,4
5724,6047,4
2734,6096,4
6069,6839,4
6069,6874,4
5500,6854,4
3576,6884,4
4607,6853,4
4990,5771,4
2773,6829,4
5734,6872,4
5491,6847,4
5771,6872,4
2759,6878,4
1884,6864,4
4221,7437,4
3777,6951,4
3545,7741,4
1182,3093,4
7770,8216,4
1677,7618,4
8948,8956,4
8983,8987,4
853,2453,4
233,8019,4
1169,1570,4
3471,8078,4
5695,6558,4
9032,9067,4
1317,1752,4
2728,8833,4
1927,6468,4
5423,5566,4
5805,9027,4
9204,9298,4
5787,8073,4
1244,5795,4
5668,5989,4
5596,6020,4
1789,5787,4
9330,9391,4
9517,9539,4
9671,9685,4
