Passenger 1 ID,Passenger 2 ID,Number of Flights Together
2710,4285,6
859,2276,6
768,792,6
334,354,6
703,726,6
701,791,6
7776,7796,6
368,395,6
2620,2672,6
12947,12981,6
14069,14094,6
2201,2544,6
7373,7747,6
5246,9495,6
8263,9932,6
1145,1163,6
940,1288,6
910,2537,6
2548,10067,6
356,13249,6
5634,13296,6
7060,7661,6
5201,11572,6
3046,4384,6
368,420,6
3278,3418,6
4170,4200,6
2941,5448,6
5048,5096,6
5277,8353,6
1673,10460,6
1673,10022,6
9601,9686,6
1272,5922,6
8945,8995,6
8025,8674,6
3123,3162,6
1247,1269,6
248,2539,6
610,2568,6
5356,5367,6
1858,2713,6
6001,12389,6
6017,6870,6
2294,5440,6
959,5771,6
9524,9875,6
704,746,6
704,771,6
374,392,6
1013,1053,6
1465,2759,6
3439,3446,6
932,1863,6
4322,4396,6
860,8671,6
2212,2263,6
2246,2298,6
3090,8006,6
10179,11243,6
4249,6084,6
1544,3440,6
905,2802,6
7099,13296,6
7721,13296,6
12508,12516,6
5408,6428,6
6591,11171,6
6813,10389,6
7162,9777,6
6529,9386,6
6256,6824,6
1666,5458,6
5456,5498,6
5026,5096,6
645,646,6
5955,11807,6
2728,4671,6
1046,3492,6
203,211,6
4917,6471,6
7656,9495,6
13903,13911,6
1548,5422,6
4468,5482,6
1822,4202,6
9540,13272,6
813,888,6
2482,9069,6
3286,10377,6
5423,6061,6
3416,4056,6
4580,10023,6
12553,12570,6
6616,6882,6
741,4070,6
6017,6898,6
8010,8399,6
6458,9660,6
3545,5219,6
4399,4682,6
2939,6418,6
2886,8461,6
334,395,6
764,766,6
4655,4673,6
8105,8149,6
2222,2295,6
6412,6486,6
18,13848,6
975,1666,6
286,760,6
12195,13657,6
3332,3353,6
5939,5955,6
5946,5996,6
2723,4719,6
1265,1267,6
3243,7162,6
1138,10016,6
9364,9985,6
3846,3955,6
2097,7801,6
7837,10310,6
4249,5584,6
3418,7872,6
9050,9083,6
5748,11225,6
2354,2841,6
497,6560,6
497,2090,6
4202,9700,6
2012,3002,6
8904,8956,6
7209,8983,6
10726,10799,6
6027,9242,6
440,1298,6
3858,5319,6
8213,8280,6
4552,9069,6
7643,9410,6
222,11876,6
13462,13594,6
5443,6049,6
1865,5494,6
2773,5966,6
5494,6017,6
3653,3672,6
360,1045,6
704,709,6
366,724,6
724,762,6
752,1056,6
10442,10449,6
7122,8036,6
2065,2201,6
2185,11917,6
1332,2911,6
6531,6585,6
905,4329,6
9383,9388,6
9157,12144,6
5439,5471,6
5419,5436,6
5440,5478,6
627,1617,6
3920,4178,6
1822,5503,6
8803,9482,6
2279,3681,6
9404,9405,6
10791,10799,6
813,876,6
5494,6064,6
3576,6069,6
3120,4373,6
8399,9751,6
5755,5787,6
368,1025,6
733,791,6
730,797,6
354,368,6
752,761,6
727,763,6
1034,2501,6
1055,3483,6
4749,10975,6
4911,6041,6
8171,8197,6
2544,7373,6
4219,4297,6
993,1288,6
3195,3198,6
712,8446,6
2780,5997,6
659,680,6
6529,9522,6
157,7780,6
5439,5448,6
5443,5490,6
5438,5499,6
5401,5471,6
7379,7381,6
11803,11817,6
1635,7082,6
210,4584,6
10661,10697,6
9752,11275,6
3292,7629,6
2430,2492,6
441,901,6
3618,9645,6
191,1822,6
972,3547,6
1177,4444,6
11853,11885,6
2345,5522,6
11834,11895,6
833,876,6
2479,4318,6
950,1817,6
5798,5966,6
6832,6869,6
1569,6020,6
755,1056,6
766,771,6
746,764,6
752,764,6
4628,4675,6
4453,5459,6
7898,8724,6
2556,2869,6
4632,4914,6
2123,8557,6
9969,9987,6
9505,13623,6
1371,1696,6
6915,7327,6
2106,3174,6
1960,3368,6
5927,5976,6
2437,2910,6
5876,9098,6
10322,10389,6
7799,10389,6
1413,8299,6
2138,6987,6
7331,7381,6
1158,2446,6
9077,11571,6
1673,1747,6
9601,9610,6
1678,6013,6
3618,7898,6
174,8729,6
148,6560,6
2336,9700,6
10535,10548,6
9252,9282,6
2945,7209,6
13753,13781,6
7662,8461,6
5544,7810,6
2482,5546,6
1662,3527,6
313,731,6
4316,6870,6
4627,8461,6
4627,5668,6
5911,6020,6
1263,11833,6
705,799,6
2160,8642,6
8106,10267,6
4226,4230,6
4217,4224,6
1977,11198,6
272,3905,6
364,3405,6
649,2106,6
356,5111,6
628,6111,6
3077,7532,6
311,3957,6
2504,9704,6
5912,5996,6
4827,11262,6
2789,5471,6
5318,5375,6
5423,6084,6
3112,10175,6
4632,9977,6
1041,7579,6
6447,10541,6
7347,9252,6
5429,5438,6
3524,3561,6
53,5885,6
6464,7844,6
1498,1853,6
2378,2478,6
8609,9300,6
5434,5455,6
1320,1328,6
441,2857,6
625,3735,6
2336,4820,6
4202,9699,6
2945,4820,6
6166,10756,6
1715,8262,6
4744,12695,6
139,10685,6
440,2600,6
9410,9834,6
3586,3592,6
3503,4072,6
6854,6864,6
959,5734,6
1865,4316,6
791,797,6
169,2074,6
3874,4566,6
1465,1844,6
628,655,6
388,3439,6
139,7720,6
3513,3529,6
2229,2285,6
262,2534,6
6878,8685,6
2065,8596,6
4543,9033,6
13620,13657,6
2143,3472,6
1591,2588,6
4542,4552,6
8998,9410,6
1378,8266,6
5431,5436,6
1666,5435,6
4395,5416,6
7331,7342,6
2545,10512,6
2906,3503,6
2906,5789,6
8684,9421,6
9359,11225,6
3292,3950,6
1164,8114,6
3937,4641,6
3582,10708,6
95,2857,6
2906,2926,6
2857,2868,6
191,5330,6
11315,11378,6
1398,2279,6
130,2335,6
211,215,6
1066,1223,6
369,1581,6
3184,5367,6
3858,5370,6
11046,11049,6
8372,9858,6
9466,12516,6
4942,6047,6
6008,6096,6
3275,4823,6
732,758,6
139,2004,6
5741,5792,6
1398,2223,6
726,729,6
766,797,6
752,1023,6
2620,2669,6
5002,10975,6
2284,2293,6
2202,2292,6
3249,6030,6
3090,8519,6
3926,5355,6
7538,8552,6
5361,5867,6
5132,10083,6
1151,11198,6
356,1769,6
7180,7186,6
7406,7484,6
6523,12001,6
9351,9383,6
3180,4036,6
1828,9160,6
3243,7919,6
6205,7859,6
2408,13492,6
6013,8040,6
9629,9685,6
5048,5310,6
6294,7662,6
167,9540,6
4802,5873,6
3635,3678,6
9495,10328,6
4713,9421,6
1747,5748,6
4675,6471,6
2345,3002,6
5411,6745,6
1014,1066,6
5544,7505,6
7243,9098,6
23,11784,6
9539,9683,6
5122,5156,6
719,750,6
5734,5993,6
6824,6874,6
3544,6047,6
6541,7801,6
3012,4795,6
1569,2939,6
732,8068,6
751,766,6
730,752,6
740,1056,6
364,752,6
2605,5319,6
1608,2869,6
6113,9068,6
524,9701,6
47,5162,6
1370,2968,6
10705,10753,6
2713,9956,6
10205,13296,6
13218,13249,6
5163,6658,6
7733,7741,6
1378,4217,6
3112,4293,6
3112,7919,6
6548,9659,6
5458,5495,6
7801,10758,6
2545,10365,6
4494,4802,6
3330,8209,6
3330,7866,6
10216,10479,6
2234,10128,6
8114,10975,6
1321,1343,6
8406,11296,6
157,11359,6
95,441,6
7602,8190,6
497,2354,6
1386,3820,6
2469,3662,6
2024,5522,6
2775,2848,6
6805,8048,6
4412,6096,6
2759,6096,6
3576,6854,6
6870,6874,6
6338,6365,6
2243,5757,6
7068,7951,6
5773,5792,6
724,797,6
739,764,6
4314,4391,6
3223,8562,6
3078,4170,6
3536,8614,6
8964,8981,6
391,10465,6
1464,8197,6
6896,8427,6
157,10523,6
8552,8810,6
2548,9540,6
1591,8556,6
6857,7721,6
8446,11572,6
1911,3317,6
1740,8909,6
1490,8363,6
1505,10541,6
3517,3568,6
5092,5096,6
3492,4523,6
9628,9642,6
4010,4337,6
1673,9359,6
9359,10022,6
12764,12771,6
855,3880,6
556,1464,6
1637,9700,6
10536,10548,6
293,3104,6
1693,3180,6
229,1722,6
7810,8158,6
3278,4441,6
2522,3149,6
1078,3590,6
6836,6885,6
6365,6396,6
1160,1531,6
5426,5490,6
5238,9268,6
763,766,6
709,762,6
364,739,6
2509,3937,6
1818,4353,6
2243,2274,6
10415,10434,6
4219,4248,6
2178,2199,6
1911,1992,6
1082,2988,6
930,2867,6
649,3174,6
952,998,6
7393,10244,6
4497,10576,6
8824,9664,6
7064,9576,6
1064,8006,6
1254,10833,6
4044,5435,6
5426,5438,6
1337,5486,6
5401,5432,6
7342,7379,6
3940,4945,6
2516,7613,6
391,3404,6
5505,5509,6
901,7872,6
9653,9714,6
6471,7881,6
2443,9212,6
7349,8165,6
2097,2718,6
8228,8598,6
4552,4646,6
4121,4139,6
1320,1381,6
2336,9066,6
3875,8720,6
613,1142,6
10731,11853,6
6729,8262,6
3317,3779,6
8590,13637,6
3153,4552,6
4552,7505,6
443,631,6
6827,8363,6
3716,3779,6
3702,11559,6
6817,6854,6
3544,6001,6
6294,8403,6
5773,5793,6
905,8317,6
4177,6878,6
3223,8584,6
5533,8614,6
391,11649,6
6084,9441,6
3977,5046,6
1710,9305,6
7114,13571,6
7172,7433,6
1617,6111,6
1617,7191,6
2746,2798,6
10568,10592,6
1410,11171,6
5093,8851,6
6447,10394,6
3503,6707,6
5421,5432,6
1343,6777,6
366,3919,6
1444,4554,6
2857,7602,6
497,2012,6
61,191,6
11148,11194,6
5380,10758,6
7319,12057,6
5925,9114,6
1398,3681,6
8936,8986,6
7846,13753,6
1200,8590,6
801,848,6
821,826,6
211,2554,6
4552,10377,6
7243,9410,6
11049,11073,6
712,731,6
4990,6063,6
4412,6063,6
477,4316,6
6853,6898,6
6854,6898,6
5734,5977,6
7657,9875,6
739,797,6
355,364,6
4609,6004,6
11542,11552,6
2251,2280,6
2212,2255,6
4514,10975,6
6736,6763,6
2504,7506,6
975,1696,6
1696,2969,6
1607,2323,6
3444,3475,6
1280,1282,6
8556,11572,6
5201,10067,6
3688,4534,6
1079,9395,6
2026,2798,6
11562,12043,6
4513,4553,6
258,10541,6
4217,7098,6
1064,8194,6
855,1254,6
6522,10016,6
5419,5458,6
5438,5458,6
2789,5421,6
3807,4275,6
11871,11883,6
5096,11871,6
4137,9714,6
4827,9725,6
407,4700,6
625,7685,6
191,4202,6
148,484,6
5630,5681,6
9495,10331,6
4034,6622,6
10712,10737,6
191,8729,6
12298,13950,6
2545,2560,6
333,1223,6
1849,3089,6
3865,4546,6
9069,10377,6
5544,9069,6
2068,3356,6
3716,3752,6
1329,4072,6
741,2685,6
6064,6870,6
2993,5744,6
1865,5500,6
4607,5491,6
592,3637,6
11284,11680,6
1097,1789,6
750,771,6
11529,11542,6
2298,2299,6
1769,2065,6
1942,1992,6
1464,2939,6
1337,2789,6
8290,8519,6
7661,13221,6
1021,6622,6
7505,10373,6
2511,5423,6
5401,5431,6
908,7645,6
3661,3682,6
1240,5096,6
10363,10379,6
6336,9217,6
210,3851,6
2457,6468,6
4035,4550,6
1444,5422,6
625,2776,6
5207,8515,6
3859,6622,6
802,889,6
727,750,6
773,3412,6
3093,3503,6
2521,2571,6
2717,6077,6
184,5769,6
4627,5989,6
6100,8068,6
766,768,6
996,7720,6
2255,2273,6
486,4165,6
8964,9259,6
7713,8350,6
1332,1351,6
4567,5101,6
8446,9540,6
1766,1798,6
3102,6908,6
9816,9858,6
5431,5479,6
4012,4309,6
3539,3585,6
7342,7363,6
5482,5584,6
7590,10954,6
2532,3851,6
9359,10089,6
1230,3403,6
2097,11275,6
2509,4632,6
2124,6208,6
3093,8190,6
4451,9700,6
1849,9699,6
10338,10376,6
2945,5522,6
8988,11123,6
8590,12299,6
331,2531,6
266,293,6
299,684,6
3802,5372,6
1662,5455,6
3851,10023,6
5923,5979,6
10937,10989,6
13217,13265,6
6874,6885,6
366,9225,6
12545,12565,6
1598,4593,6
760,768,6
1023,1057,6
3242,4734,6
4031,5942,6
2247,2277,6
5081,8006,6
2123,8246,6
1388,7118,6
1779,13232,6
1914,1923,6
1977,8664,6
746,3405,6
5111,7099,6
3527,5084,6
5922,5952,6
4217,4584,6
8961,12555,6
8574,10234,6
1677,5509,6
117,7551,6
1752,2262,6
2581,4650,6
13510,13556,6
4876,5997,6
2906,4468,6
4118,12981,6
5283,8735,6
2441,3681,6
11808,11885,6
823,847,6
1298,2573,6
2570,3104,6
299,606,6
5546,7505,6
3503,7832,6
5440,6001,6
5966,6878,6
762,766,6
1422,1439,6
4331,4377,6
2284,2295,6
2263,2279,6
2263,2284,6
2225,2241,6
3021,3223,6
1169,8019,6
2254,8810,6
1079,9385,6
7733,7790,6
1555,3332,6
5304,5318,6
5696,7579,6
5412,5426,6
2249,3545,6
53,2072,6
1867,1868,6
1940,3330,6
4336,6024,6
6208,11225,6
2100,10806,6
5455,5467,6
9624,9679,6
6783,8475,6
5503,6729,6
382,9699,6
4034,5330,6
2556,5775,6
8936,8969,6
3298,11014,6
1108,4069,6
331,2554,6
2522,2568,6
3153,10377,6
6805,10377,6
7860,10368,6
3286,7810,6
2973,5423,6
3356,8048,6
10253,10661,6
4318,5132,6
3590,7039,6
276,611,6
184,5720,6
6854,6889,6
3544,6864,6
4607,6077,6
4607,6017,6
363,399,6
4904,5456,6
5540,5548,6
7903,9875,6
121,2004,6
5707,5800,6
707,761,6
315,330,6
915,4013,6
930,4013,6
1818,4059,6
2255,2295,6
479,9068,6
8679,9068,6
4389,9340,6
2776,7770,6
3122,3413,6
1554,3293,6
6733,12374,6
1079,6471,6
3332,10569,6
10310,11276,6
1641,10334,6
10352,10396,6
1378,7579,6
1064,2117,6
5332,13549,6
5412,5471,6
625,663,6
231,3149,6
6208,10022,6
1343,11275,6
2100,10900,6
1651,4552,6
3991,5434,6
3735,7820,6
2776,4035,6
484,2354,6
2231,4774,6
628,5380,6
2468,3889,6
205,3104,6
92,4058,6
3752,3779,6
10507,10573,6
6616,10573,6
2759,6049,6
477,5734,6
942,7737,6
239,4765,6
3286,3590,6
4399,7540,6
374,746,6
334,374,6
746,792,6
10043,11239,6
407,1248,6
3451,3479,6
4308,4347,6
2252,2285,6
10449,10482,6
8557,8562,6
8595,10975,6
1057,2467,6
6931,6975,6
4404,8590,6
5922,11326,6
4130,7507,6
855,2234,6
6067,10067,6
5093,10702,6
1747,4816,6
1504,1507,6
183,978,6
1371,5486,6
1666,5412,6
5421,5499,6
4013,4395,6
4070,7825,6
2097,5459,6
11483,13215,6
2776,7866,6
191,2336,6
1027,2458,6
2315,2325,6
628,13781,6
802,827,6
1503,2699,6
1506,1542,6
8208,8269,6
4552,9466,6
4552,9834,6
2685,11105,6
184,5993,6
7650,7694,6
8078,8234,6
3720,3934,6
3643,3689,6
173,186,6
360,366,6
763,768,6
517,2702,6
3021,8006,6
1038,10887,6
940,1351,6
7606,7645,6
602,696,6
3995,6475,6
5212,12323,6
6067,9974,6
13218,13296,6
5012,5059,6
529,536,6
4170,6080,6
6522,10083,6
4010,8827,6
8803,10850,6
5429,5432,6
5468,5491,6
5401,5458,6
5490,5491,6
172,3694,6
11880,11898,6
6730,6782,6
3292,5594,6
3635,3675,6
1673,8128,6
9127,11225,6
3880,5056,6
9441,13549,6
5459,8114,6
7814,9114,6
3844,9601,6
5055,9828,6
7429,9055,6
2090,8260,6
174,8262,6
1347,3681,6
191,2024,6
10585,12841,6
11721,11725,6
440,3104,6
684,3180,6
3286,7643,6
3741,10377,6
7896,8363,6
11014,11090,6
997,5734,6
477,6897,6
1884,6075,6
4674,6825,6
435,11285,6
5775,5793,6
759,792,6
2783,4353,6
1314,4059,6
1479,4656,6
5409,5459,6
1432,1465,6
2225,2276,6
4502,6459,6
4285,4292,6
1057,13232,6
1626,9856,6
4217,4297,6
2988,2992,6
1337,1369,6
701,3483,6
6777,10203,6
3380,3399,6
529,4719,6
8851,10310,6
1521,4611,6
4025,4373,6
2789,4353,6
11817,11883,6
5841,5866,6
2212,3509,6
9750,9761,6
456,493,6
2201,6827,6
2430,2447,6
5330,5522,6
2231,9700,6
2012,8729,6
9482,9810,6
2354,6729,6
10726,10798,6
871,5497,6
1581,2699,6
2681,3123,6
299,650,6
9069,10325,6
13602,13609,6
11049,11074,6
1739,11192,6
774,786,6
7060,7098,6
6854,6897,6
1115,4735,6
2207,10818,6
5725,5758,6
5718,5793,6
5705,5764,6
739,1053,6
5402,5496,6
2273,2293,6
2243,2244,6
10442,10482,6
2221,2223,6
8257,9271,6
4862,8270,6
407,915,6
3402,3436,6
7661,8057,6
4685,10205,6
9994,13296,6
4957,6857,6
4046,4361,6
3367,3399,6
9664,9665,6
5747,10130,6
1677,6052,6
4217,7076,6
7919,10819,6
4420,4502,6
8326,13160,6
4017,4316,6
5404,5426,6
4083,5432,6
53,1994,6
4614,4972,6
1208,2906,6
3635,3654,6
4364,6024,6
4917,9493,6
5283,6084,6
391,4552,6
5422,5455,6
9610,9624,6
3093,6707,6
5330,6729,6
4451,5503,6
10760,10767,6
972,977,6
2909,2998,6
1454,3078,6
7007,11767,6
13272,13564,6
1511,6652,6
10308,11513,6
807,852,6
610,3180,6
11027,11046,6
728,8194,6
4969,6071,6
4969,6069,6
247,1532,6
5590,8411,6
374,724,6
759,1095,6
362,366,6
752,1001,6
4609,4696,6
58,435,6
2273,2284,6
10457,10490,6
1386,1539,6
3970,6136,6
1319,7369,6
9505,9713,6
1923,1975,6
4115,13432,6
2234,5538,6
2175,3151,6
1591,10205,6
356,9994,6
5634,11572,6
42,6733,6
5653,7983,6
3524,11938,6
1963,5885,6
10767,11883,6
1389,9410,6
1064,4584,6
9758,10535,6
4042,5456,6
5429,5495,6
4017,4399,6
2511,5464,6
5468,5494,6
1678,7801,6
11876,11883,6
167,10128,6
7068,7612,6
10023,10037,6
5538,9223,6
5459,7507,6
2405,2467,6
7533,7586,6
205,610,6
1287,1542,6
248,3104,6
6067,7810,6
378,385,6
719,749,6
1829,11871,6
274,276,6
5481,6001,6
5494,6075,6
6864,6884,6
3576,6049,6
1817,2993,6
5443,6001,6
1024,9441,6
5741,5793,6
374,760,6
328,368,6
762,763,6
763,764,6
746,1056,6
3545,10294,6
4329,4361,6
14008,14044,6
2544,3519,6
23,9954,6
4707,11917,6
1947,5012,6
905,962,6
5803,6978,6
979,5560,6
4274,5538,6
701,3440,6
10205,13249,6
13284,13296,6
1783,1791,6
6523,6583,6
4032,4084,6
1115,3332,6
1528,3493,6
736,2532,6
12555,13160,6
11070,11290,6
4025,4364,6
5478,5491,6
5867,8202,6
2437,10767,6
335,10460,6
3432,8121,6
7526,9755,6
3991,3998,6
888,8424,6
628,5943,6
10616,10697,6
80,11225,6
8017,9777,6
1046,4646,6
441,5482,6
148,4774,6
2263,3578,6
5207,8961,6
8017,9977,6
10758,11466,6
2556,5978,6
141,2437,6
3173,3436,6
1247,1542,6
652,2111,6
1208,8289,6
7318,8353,6
1884,4316,6
1531,5812,6
4439,7716,6
364,755,6
8703,8786,6
641,673,6
1084,1236,6
7894,8375,6
2227,2285,6
2214,2289,6
517,4147,6
2153,2197,6
930,1696,6
7866,10454,6
3159,3198,6
6972,6993,6
2548,7661,6
11211,12338,6
8824,9618,6
4917,8368,6
398,7799,6
1677,10368,6
1490,4056,6
1413,6827,6
6987,10037,6
7677,10016,6
4012,5432,6
4012,4399,6
5416,5500,6
2062,2288,6
5509,8190,6
9217,13251,6
3651,3662,6
932,4453,6
9258,10819,6
953,10449,6
9624,9634,6
9649,9672,6
5411,7602,6
3028,8262,6
11101,11111,6
9212,9223,6
8956,8995,6
7902,9321,6
1200,3910,6
847,874,6
801,868,6
331,1243,6
8326,8329,6
3412,3709,6
4810,9749,6
4942,6001,6
4990,6016,6
6869,6898,6
477,6855,6
5402,5448,6
1352,1563,6
4983,6242,6
739,761,6
2233,2243,6
2241,2276,6
5002,10465,6
524,12113,6
3297,3907,6
2476,11610,6
1417,3558,6
7321,13620,6
915,2717,6
1452,1554,6
1452,2088,6
2988,7543,6
7714,7727,6
2926,6447,6
863,1041,6
6529,10267,6
8017,8584,6
5421,5448,6
7331,7379,6
2062,3668,6
9611,9642,6
4689,8424,6
6347,10802,6
1849,3618,6
6827,9683,6
5630,5684,6
6729,8729,6
847,852,6
331,1673,6
4522,5333,6
648,662,6
719,758,6
4798,8297,6
3544,6049,6
2773,5977,6
4627,5490,6
2527,3188,6
451,5596,6
2939,6876,6
5910,5989,6
2411,2440,6
5727,5792,6
709,772,6
5015,6951,6
64,167,6
14023,14044,6
2205,2278,6
10440,10449,6
5669,8399,6
5162,9725,6
1903,1976,6
2802,2992,6
2719,3820,6
2112,6293,6
5111,13221,6
2588,13249,6
2723,7001,6
1138,6987,6
9445,13276,6
5435,5499,6
4042,5490,6
5414,5439,6
5401,5414,6
942,8551,6
2851,9828,6
1853,2792,6
1343,3698,6
9642,9693,6
2596,3861,6
1444,1643,6
3330,5411,6
2926,5482,6
2857,3330,6
1715,4202,6
2437,2932,6
2315,2335,6
331,2573,6
248,2545,6
758,1025,6
12586,12594,6
2185,7737,6
137,2158,6
12868,12893,6
716,730,6
764,768,6
4243,4645,6
391,11243,6
2485,13194,6
1042,1544,6
1666,2959,6
1434,10722,6
5111,13571,6
4344,7543,6
3021,10576,6
5419,5471,6
5419,5466,6
4011,5412,6
5401,5438,6
2425,3694,6
3528,4393,6
3940,3963,6
218,10206,6
888,4689,6
7950,7983,6
8552,8588,6
11272,11296,6
1927,2097,6
2544,5434,6
6043,6633,6
2464,2500,6
778,1947,6
10718,10786,6
1490,8867,6
203,525,6
1342,10271,6
11011,11370,6
291,3622,6
6180,6529,6
3205,4319,6
10585,13781,6
3910,8590,6
248,2570,6
2521,2539,6
3356,5544,6
731,749,6
6836,6858,6
6809,6874,6
1817,5761,6
1865,6071,6
1024,8595,6
8513,8529,6
5911,6294,6
8541,9062,6
5718,5797,6
1031,1057,6
3284,7776,6
12130,12144,6
706,716,6
4330,4344,6
1972,7376,6
2233,2240,6
7951,11243,6
1449,12113,6
148,5330,6
2178,2186,6
13878,13896,6
962,1813,6
3491,8007,6
1095,3410,6
7395,12195,6
4770,6857,6
2588,12338,6
9157,12862,6
3416,7162,6
479,9386,6
2939,5484,6
4025,5486,6
4059,4364,6
4053,5486,6
5432,5479,6
173,187,6
3525,3568,6
3665,4393,6
5584,7662,6
3590,5509,6
1429,7002,6
1413,2247,6
10089,10097,6
4917,11280,6
4675,7950,6
932,5957,6
9738,11323,6
1982,5383,6
2954,2957,6
10548,10576,6
2522,2539,6
11011,11074,6
3278,7868,6
1033,11871,6
9152,10812,6
4942,5440,6
4674,6001,6
366,9744,6
5708,5797,6
729,799,6
730,761,6
1904,7138,6
4854,12881,6
2271,2290,6
2213,2216,6
290,2123,6
4749,11275,6
10046,10083,6
915,1696,6
2905,2992,6
1322,1367,6
246,247,6
8057,13564,6
4032,4329,6
5942,9704,6
529,7001,6
736,2117,6
2959,5456,6
407,5484,6
5440,5484,6
4044,5458,6
3547,3571,6
5026,5092,6
53,3668,6
5505,5584,6
3418,7866,6
10017,10058,6
5603,9676,6
4827,8684,6
4675,9421,6
2906,3735,6
1849,4202,6
497,2841,6
3064,8262,6
5522,9699,6
2869,3298,6
132,2106,6
3967,5775,6
8945,8965,6
2024,6729,6
10791,10798,6
1228,1247,6
215,3104,6
1598,2674,6
2068,7505,6
2068,5668,6
7810,10325,6
313,719,6
4990,5481,6
5724,5977,6
5500,6069,6
3576,6001,6
2734,5798,6
3012,5232,6
1563,1580,6
1254,3367,6
704,706,6
701,730,6
739,1095,6
10989,12841,6
11529,11552,6
595,7640,6
2530,7551,6
1218,9063,6
1342,1762,6
2504,3658,6
3558,8045,6
13657,13669,6
1314,2717,6
1966,8030,6
1374,2953,6
362,5741,6
3861,4903,6
7307,10809,6
2441,3698,6
3278,8961,6
10016,10394,6
1196,1740,6
5429,5458,6
4016,4399,6
4083,4395,6
3807,7520,6
5093,5277,6
5332,9050,6
1747,6208,6
10644,10661,6
3589,10819,6
3589,9223,6
1646,2857,6
11101,11176,6
972,988,6
9212,9282,6
11011,11450,6
968,2626,6
806,823,6
415,2586,6
1472,4200,6
2068,10325,6
8048,10107,6
